"audit_id","ticker","time_published","title","manual_label","source","url","manual_reason","split","article_uid"
"MAG7-0135","GOOGL","2025-12-18 10:49:22+00:00","Alphabet Inc. $GOOGL Position Boosted by Iowa State Bank","Not Relevant","MarketBeat","https://www.marketbeat.com/instant-alerts/filing-alphabet-inc-googl-position-boosted-by-iowa-state-bank-2025-12-18/","No direct company mechanism","held_out_test","19e848d64cfb025730a5f4c6c6e871aa"
"MAG7-0152","GOOGL","2025-12-18 12:07:59+00:00","Montecito Bank & Trust Acquires Shares of 1,645 W.W. Grainger, Inc. $GWW","Not Relevant","MarketBeat","https://www.marketbeat.com/instant-alerts/filing-montecito-bank-trust-acquires-shares-of-1645-ww-grainger-inc-gww-2025-12-18/","No direct company mechanism","development","07e668419acd9ec2b8231d0f1b16f20a"
"MAG7-0170","GOOGL","2025-12-20 10:55:05+00:00","ST Germain D J Co. Inc. Has $102.51 Million Holdings in Alphabet Inc. $GOOGL","Not Relevant","MarketBeat","https://www.marketbeat.com/instant-alerts/filing-st-germain-d-j-co-inc-has-10251-million-holdings-in-alphabet-inc-googl-2025-12-20/","No direct company mechanism","development","7c7a9b9bc3b17b708dbe9ee039555970"
"MAG7-0159","GOOGL","2025-12-21 12:09:12+00:00","Wedmont Private Capital Acquires 4,990 Shares of Alphabet Inc. $GOOGL","Not Relevant","MarketBeat","https://www.marketbeat.com/instant-alerts/filing-wedmont-private-capital-acquires-4990-shares-of-alphabet-inc-googl-2025-12-21/","No direct company mechanism","development","2528fd3bf4275ddba500412ccc9afbdb"
"MAG7-0167","GOOGL","2025-12-22 12:08:18+00:00","What You Need To Know Ahead of Halliburton’s Earnings Release","Not Relevant","FinancialContent","https://markets.financialcontent.com/wral/article/barchart-2025-12-22-what-you-need-to-know-ahead-of-halliburtons-earnings-release","No direct company mechanism","development","486ee3460b02c72fbaf9e54e2304db05"
"MAG7-0162","GOOGL","2025-12-29 10:48:40+00:00","OLD National Bancorp IN Has $113.31 Million Stock Position in Alphabet Inc. $GOOGL","Not Relevant","MarketBeat","https://www.marketbeat.com/instant-alerts/filing-old-national-bancorp-in-has-11331-million-stock-position-in-alphabet-inc-googl-2025-12-29/","No direct company mechanism","development","1423926c7adf723fb2621ee5cdd4a683"
"MAG7-0172","GOOGL","2025-12-30 10:08:24+00:00","Plancorp LLC Sells 2,009 Shares of Alphabet Inc. $GOOGL","Not Relevant","MarketBeat","https://www.marketbeat.com/instant-alerts/filing-plancorp-llc-sells-2009-shares-of-alphabet-inc-googl-2025-12-30/","No direct company mechanism","development","1ee8d3e866019fef8493faf11b01d290"
"MAG7-0144","GOOGL","2026-04-01 12:37:55+00:00","Alphabet (GOOGL) exec sells and gifts Class C shares","Not Relevant","Stock Titan","https://www.stocktitan.net/sec-filings/GOOG/form-4-alphabet-inc-insider-trading-activity-308ca37a133c.html","No direct company mechanism","development","5ec14889f06f4c08e4db8dc93cf4e1c5"
"MAG7-0139","GOOGL","2026-04-02 09:14:59+00:00","Net Worth Advisory Group Grows Stock Holdings in Alphabet Inc. $GOOGL","Not Relevant","MarketBeat","https://www.marketbeat.com/instant-alerts/filing-net-worth-advisory-group-grows-stock-holdings-in-alphabet-inc-googl-2026-04-02/","No direct company mechanism","development","1ba9e3af58a073bd96947bcf0d0d3dec"
"MAG7-0141","GOOGL","2026-04-04 17:08:24+00:00","PAYX Stock News Today | Earnings, Events & Price Alerts","Not Relevant","Intellectia AI","https://intellectia.ai/en/stock/PAYX/news","No direct company mechanism","development","e92c0b5d4b579343b2ad27c9af1b0fcc"
"MAG7-0145","GOOGL","2026-04-07 11:53:31+00:00","Ladenburg raises DTE Energy stock price target on Google deal","Not Relevant","Investing.com","https://www.investing.com/news/analyst-ratings/ladenburg-raises-dte-energy-stock-price-target-on-google-deal-93CH-4600176","No direct company mechanism","development","5d7eea0f31ae86dfbbb2f9cf60c08f70"
"MAG7-0157","GOOGL","2026-04-07 17:07:06+00:00","Anthropic's Deal With Broadcom Gets AVGO Stock Trending Overnight—Here's How Claude-Parent's Valuation Co","Not Relevant","Benzinga","https://www.benzinga.com/markets/tech/26/04/51672945/anthropics-deal-with-broadcom-gets-avgo-stock-trending-overnight-heres-how-claude-parents-valuation-compares-with-other-ai-rivals","No direct company mechanism","development","95264245b5d451d38ab9af23ff5ac51f"
"MAG7-0154","GOOGL","2026-04-07 17:12:50+00:00","Alphabet stock price forecast: $301.67–$305.85 range in focus as GOOGL holds steady","Not Relevant","Traders Union","https://tradersunion.com/news/financial-news/show/1852120-alphabet-gains-0-91percent-to-usd302-62/","No direct company mechanism","development","2fb49a7ffda0bb52f8209e57ba7053da"
"MAG7-0173","GOOGL","2026-04-09 09:39:18+00:00","Dialogue with Sylvia Fu, Global AI Transformation Leader at Edgewell: Activate the World with ""Chinese Speed"" and Remodel Consumer Goods Giant's Future with AI","Not Relevant","36 Kr","https://eu.36kr.com/en/p/3759285853159940","No direct company mechanism","development","70905f4a693b48dd80a283e628087d4a"
"MAG7-0125","GOOGL","2026-04-16 14:07:41+00:00","Alphabet Stock Dips Slightly to $333.97 as Investors Await Q1 Earnings and Massive AI Spending","Not Relevant","International Business Times Australia","https://www.ibtimes.com.au/alphabet-stock-dips-slightly-33397-investors-await-q1-earnings-massive-ai-spending-1866762","No direct company mechanism","held_out_test","b4882eeb120d9bd5e0dfc1acf7797336"
"MAG7-0168","GOOGL","2026-04-18 15:16:31+00:00","Alphabet Inc. Class A stock (US02079K3059): Is AI dominance strong enough to unlock new upside?","Not Relevant","AD HOC NEWS","https://www.ad-hoc-news.de/boerse/news/ueberblick/alphabet-inc-class-a-stock-us02079k3059-is-ai-dominance-strong-enough/69193539","No direct company mechanism","development","fa2f37c15471736a2dcebf36cdd3413b"
"MAG7-0123","GOOGL","2026-04-20 18:37:40+00:00","TimkenSteel Corp stock (US8873991033): Why Google Discover changes matter more now","Not Relevant","AD HOC NEWS","https://www.ad-hoc-news.de/boerse/ueberblick/timkensteel-corp-stock-us8873991033-why-google-discover-changes-matter/69219335","No direct company mechanism","held_out_test","63163e338fb1e4e8a1e800985aa94d5e"
"MAG7-0156","GOOGL","2026-04-22 12:09:10+00:00","Commvault Extends the Full Breadth of its Next-Generation Cyber Resilience Platform to Google Cloud","Not Relevant","www.marketscreener.com","https://www.marketscreener.com/news/commvault-extends-the-full-breadth-of-its-next-generation-cyber-resilience-platform-to-google-cloud-ce7f59d8dc8af227","Direct commercial or supply link","development","6e6e82a0cefff4c078980b6222ac054f"
"MAG7-0131","GOOGL","2026-04-22 12:44:12+00:00","Citi's Wealth unit launches AI assistant in partnership with Google Cloud, DeepMind (C:NYSE)","Not Relevant","Seeking Alpha","https://seekingalpha.com/news/4577760-citis-wealth-unit-launches-ai-assistant-in-partnership-with-google-cloud-deepmind","Direct commercial or supply link","held_out_test","ecb04a5aaaa566da47a4dbaba12f43d2"
"MAG7-0133","GOOGL","2026-04-23 00:38:58+00:00","SAP and Google Cloud Expand Partnership to Deploy Multi-Agent AI","Relevant","SAP News Center","https://news.sap.com/2026/04/sap-google-cloud-expand-partnership-deploy-multi-agent-ai/","Direct commercial or supply link","held_out_test","fc5b3456f741ecea362e714ea2d6d18e"
"MAG7-0153","GOOGL","2026-04-23 13:09:46+00:00","From airlines to retail, Kyndryl widens Google Cloud AI push","Not Relevant","Stock Titan","https://www.stocktitan.net/news/KD/kyndryl-accelerates-momentum-with-google-cloud-to-drive-large-scale-a1t9ij0ekjlq.html","Direct commercial or supply link","development","6965423f21e6b5ee00ea6e1e66917ec3"
"MAG7-0165","GOOGL","2026-04-24 14:40:03+00:00","Commvault cosies up to Google’s Cloud","Not Relevant","Blocks & Files","https://www.blocksandfiles.com/data-protection/2026/04/24/commvault-cosies-up-to-googles-cloud/5218817","Direct commercial or supply link","development","f521d70b87483f0e97513d3db747cbc3"
"MAG7-0151","GOOGL","2026-04-25 14:49:41+00:00","Alphabet Stock Outlook: Cloud Growth, Gemini, and $430 Fair Value","Not Relevant","TIKR.com","https://www.tikr.com/blog/alphabet-stock-outlook-cloud-growth-gemini-and-430-fair-value","No direct company mechanism","development","1e7819e92eb56f9d076daf4270d2413f"
"MAG7-0180","GOOGL","2026-04-29 22:09:21+00:00","Earnings call transcript: NETGEAR Q1 2026 beats EPS expectations, stock rises","Not Relevant","Investing.com","https://www.investing.com/news/transcripts/earnings-call-transcript-netgear-q1-2026-beats-eps-expectations-stock-rises-93CH-4647289","No direct company mechanism","development","5bcb4170123089a10f37482f14447ec8"
"MAG7-0143","GOOGL","2026-04-30 12:39:13+00:00","OGE Energy Corp. (NYSE:OGE) Q1 2026 Earnings Call Transcript","Not Relevant","Insider Monkey","https://www.insidermonkey.com/blog/oge-energy-corp-nyseoge-q1-2026-earnings-call-transcript-1751013/","No direct company mechanism","development","2f45dbad97be4c783ad97f65668fca19"
"MAG7-0184","META","2023-01-18 04:12:54+00:00","Trump Could Screw Over His Own Social Media Company If He Returns To Twitter","Not Relevant","Mother Jones","https://www.motherjones.com/politics/2023/01/if-trump-returns-to-twitter-and-facebook-his-own-social-media-company-could-be-screwed/","No direct company mechanism","held_out_test","687208794825c9288c395813b8ef5068"
"MAG7-0192","META","2023-02-27 03:18:40+00:00","Entergy Texas signs 150MW solar PV PPA with Longroad Energy","Not Relevant","PV Tech","https://www.pv-tech.org/entergy-texas-signs-150mw-solar-pv-ppa-with-longroad-energy/","No direct company mechanism","held_out_test","d3bd2d5c810106dcc112c8f17ae3bd1a"
"MAG7-0190","META","2023-05-22 01:15:40+00:00","3 Tech Stocks That Could Turn $1,000 into $10,000 by 2030","Not Relevant","InvestorPlace","https://investorplace.com/2023/05/3-tech-stocks-that-could-turn-1000-into-10000-by-2030/","No direct company mechanism","held_out_test","10a983e2b59efb31766a976e2e61e464"
"MAG7-0198","META","2023-07-13 23:17:08+00:00","JPMorgan Chase CEO Jamie Dimon speaks up about remote work: 'there are real flaws'","Not Relevant","Fox Business","https://www.foxbusiness.com/economy/jpmorgan-chase-ceo-jamie-dimon-speaks-remote-work-real-flaws","No direct company mechanism","held_out_test","de71e5a42dfda8c1add2c27051f0eea1"
"MAG7-0229","META","2023-08-21 22:32:53+00:00","Class-action Facebook privacy settlement: deadline to file a claim is this week","Not Relevant","NBC 5 Chicago","https://www.nbcchicago.com/news/tech/nationwide-facebook-privacy-settlement-deadline-to-file-a-claim-is-this-week/3211580/","Regulatory or legal","development","79350cdd7eb8a9ecab5c21180ae2fb8d"
"MAG7-0222","META","2024-02-14 00:00:00+00:00","After Earnings, Is Snap Stock a Buy, a Sell, or Fairly Valued?","Not Relevant","Morningstar","https://www.morningstar.com/stocks/after-earnings-is-snap-stock-buy-sell-or-fairly-valued","No direct company mechanism","development","9c72e25d2bbc37beaca14c7b65f97d9f"
"MAG7-0226","META","2024-05-01 19:13:00+00:00","Calamos launches first ETF from planned suite seeking 100% downside protection","Not Relevant","Pensions & Investments","https://www.pionline.com/exchange-traded-funds/calamos-launches-first-etf-planned-suite-100-downside-protection/","No direct company mechanism","development","34995d499fadd7f5b6be280fdac4e186"
"MAG7-0191","META","2024-10-21 00:00:00+00:00","Sui Launches ‘Incubator’ Hub in Dubai for ‘On the Spot’ Solution Engineering","Not Relevant","Yahoo! Finance Singapore","https://sg.finance.yahoo.com/news/sui-launches-incubator-hub-dubai-111935262.html","No direct company mechanism","held_out_test","75373211ba1dc36dc5d6a00835a84b37"
"MAG7-0200","META","2024-12-05 06:59:55+00:00","Meta Picks Turner-DPR-Mortenson Team for $10B Louisiana Data Center","Relevant","Engineering News-Record","https://www.enr.com/articles/59958-meta-picks-turner-dpr-mortenson-team-for-10b-louisiana-data-center","Product or operations","development","ff053d62ba48ca79bc37ae76925af5fd"
"MAG7-0215","META","2025-01-28 16:09:00+00:00","US judge in Facebook data privacy case rejects class action bid","Relevant","Reuters","https://www.reuters.com/legal/litigation/us-judge-facebook-data-privacy-case-rejects-class-action-bid-2025-01-27/","Regulatory or legal","development","3b03b747a0bb33c98187c9389ccb47a1"
"MAG7-0205","META","2025-02-01 05:04:36+00:00","Rio Tinto, Glencore Look To Consolidate","Not Relevant","Global Finance Magazine","https://gfmag.com/news/rio-tinto-glencore-consolidate/","No direct company mechanism","development","08dde5af84823063a707fe8965f94225"
"MAG7-0186","META","2025-02-12 00:00:00+00:00","Target hit with class action lawsuit over DEI policies and stock decline","Not Relevant","AFRO American Newspapers","https://afro.com/target-corp-diversity-equity-inclusion-lawsuit/","No direct company mechanism","held_out_test","fefaf7349d1cd4abafb3a65027ba954c"
"MAG7-0208","META","2025-03-07 14:10:00+00:00","Is Meta Platforms Stock a Buy, Sell, or Hold Ahead of Llama 4 Launch?","Not Relevant","Barchart.com","https://www.barchart.com/story/news/31302281/is-meta-platforms-stock-a-buy-sell-or-hold-ahead-of-llama-4-launch","No direct company mechanism","development","e16a7f17367798c1a23dd2aa95e6cc53"
"MAG7-0185","META","2025-03-13 04:09:34+00:00","Graf Global Corp. Class A (GRAF) reports earnings","Not Relevant","qz.com","https://qz.com/graf-global-corp-class-a-graf-reports-earnings-1851769898","No direct company mechanism","held_out_test","3f3ff2048813ea01b6fa67346c6e10c2"
"MAG7-0183","META","2025-03-25 04:15:00+00:00","Meta says copying books was 'fair use' in authors' AI lawsuit","Relevant","Reuters","https://www.reuters.com/legal/litigation/meta-says-copying-books-was-fair-use-authors-ai-lawsuit-2025-03-25/","Regulatory or legal","held_out_test","b0e13a4e481992be112222b9b04ce152"
"MAG7-0194","META","2025-05-12 03:13:52+00:00","Bitcoin adoption: increasingly part of my investment portfolio","Not Relevant","Moonstone Information Refinery","https://www.moonstone.co.za/bitcoin-adoption-increasingly-part-of-my-investment-portfolio/","No direct company mechanism","held_out_test","32aab8d4e250981842dae3c1ca9e4338"
"MAG7-0239","META","2025-05-29 10:02:00+00:00","Imunon Stock Surge: Real Deal or Fleeting High?","Not Relevant","StocksToTrade","https://stockstotrade.com/news/imunon-inc-imnn-news-2025_05_29/","No direct company mechanism","development","bff9440c92195358c0be6aeed2591ea6"
"MAG7-0216","META","2025-06-23 09:55:00+00:00","Anthony Pompliano announces $1 billion SPAC deal to jumpstart ProCap Financial, a new bitcoin treasury firm","Not Relevant","Sherwood News","https://sherwood.news/crypto/anthony-pompliano-announces-usd1-billion-spac-deal-to-jumpstart-procap/","No direct company mechanism","development","1efad268b1bb98a6902158ddbb85b5a0"
"MAG7-0224","META","2025-06-30 11:42:15+00:00","Black Box shares locked in 5% upper circuit after JM Financial expects the stock to hit ₹670","Not Relevant","CNBC TV18","https://www.cnbctv18.com/market/black-box-share-price-locked-in-5-pc-upper-circuit-after-jm-financial-expects-the-stock-to-hit-rs-670-19628952.htm","No direct company mechanism","development","6f7e6812b37a220ca1ec107ccc5aaee1"
"MAG7-0204","META","2025-07-05 10:30:00+00:00","Collect 10% Yields To Revolutionize Your Retirement: Greystone Housing (NYSE:GHI)","Not Relevant","Seeking Alpha","https://seekingalpha.com/article/4799324-collect-10-percent-yields-to-revolutionize-your-retirement-greystone-housing","No direct company mechanism","development","7599cbfb187ca9d1f50a41f6b72ad6e2"
"MAG7-0233","META","2025-07-16 19:09:00+00:00","As class action trial looms, Meta and Flo could face 'mind-boggling' damages","Relevant","Reuters","https://www.reuters.com/legal/government/class-action-trial-looms-meta-flo-could-face-mind-boggling-damages-2025-07-15/","Regulatory or legal","development","922b2a69ec846e630080718a63f07533"
"MAG7-0236","META","2025-08-18 23:28:00+00:00","Entergy Louisiana wants fast approval of gas plants to power Meta data center","Relevant","Straight Arrow News","https://san.com/cc/entergy-louisiana-wants-fast-approval-of-gas-plants-to-power-meta-data-center/","Direct commercial or supply link","development","0f0f400e88f67aa7a44bbeceaa56fc65"
"MAG7-0209","META","2025-08-20 11:33:00+00:00","JPMorgan, Japan’s MUFG Near $22 Billion Financing Deal For Data Center In Texas: Report","Not Relevant","Stocktwits","https://stocktwits.com/news-articles/markets/equity/jpmorgan-mufg-22-billion-deal-data-center-texas/chsinQ7Rdh9/amp","No direct company mechanism","development","72a6571c69cb6b65a570a6198a57309a"
"MAG7-0228","META","2025-08-20 21:35:00+00:00","Entergy receives regulatory approval for investments to support Meta's Louisiana data center","Not Relevant","Reuters","https://www.reuters.com/business/energy/entergy-receives-regulatory-approval-investments-support-metas-louisiana-data-2025-08-20/","Regulatory or legal","development","a2e4b405961ad4633053cfeac7110990"
"MAG7-0223","META","2025-08-27 20:11:11+00:00","Exclusive: San Francisco scores long-term conference commitment from Visa","Not Relevant","San Francisco Chronicle","https://www.sfchronicle.com/sf/article/visa-conference-san-francisco-20826611.php","No direct company mechanism","development","10a1120b770203c93625043a2aadc79a"
"MAG7-0210","META","2025-09-11 17:32:05+00:00","Entergy CEO: Power plants for Meta data center are a big win, but will impact climate goals","Not Relevant","NOLA.com","https://www.nola.com/news/business/innovation/entergy-ceo-said-the-utility-wont-abandon-green-energy-as-it-doubles-down-on-natural-gas/article_1c23796a-d3b8-4250-96c2-a16161ec5feb.html","Direct commercial or supply link","development","af193f30dc7ed4176e50eae2f87701cc"
"MAG7-0203","META","2025-09-12 17:31:11+00:00","Entergy expects data centers to drive 13% near-term annual industrial sales growth: CEO","Not Relevant","Utility Dive","https://www.utilitydive.com/news/entergy-data-centers-tulane-smr-nuclear-carbon/759870/","No direct company mechanism","development","f3ccbec7a4a161dfc8f73b229ed28f80"
"MAG7-0221","META","2025-10-13 14:26:40+00:00","Meta Platforms stock price target maintained at $880 by Piper Sandler - Investing.com India","Not Relevant","Investing.com India","https://in.investing.com/news/analyst-ratings/meta-platforms-stock-price-target-maintained-at-880-by-piper-sandler-93CH-5041512","No direct company mechanism","development","12a7cf3c968625f9a5c0c8dc640c006b"
"MAG7-0189","META","2025-10-13 16:34:11+00:00","Meta Platforms' Facebook Launches Local Jobs Tool - MarketScreener","Not Relevant","MarketScreener","https://www.marketscreener.com/news/meta-platforms-facebook-launches-local-jobs-tool-ce7d5ad8d088f627","Product or operations","held_out_test","da354ed7e0fffe2348348d4da75cd47d"
"MAG7-0237","META","2025-10-13 23:15:03+00:00","JPMorgan launches $10B tech, infrastructure investment initiative - SiliconANGLE","Not Relevant","SiliconANGLE","https://siliconangle.com/2025/10/13/jpmorgan-launches-10b-tech-infrastructure-investment-initiative/","No direct company mechanism","development","98510a7e6c739c8595c8b5ac9e102732"
"MAG7-0234","META","2025-10-14 08:45:02+00:00","Woodmont Investment Counsel LLC Purchases 87 Shares of Meta Platforms, Inc. $META - Defense World","Not Relevant","Defense World","https://www.defenseworld.net/2025/10/14/woodmont-investment-counsel-llc-purchases-87-shares-of-meta-platforms-inc-meta.html","No direct company mechanism","development","df44b3f9ea3e249b3a8ae2e380e3ff7b"
"MAG7-0211","META","2025-10-15 19:23:14+00:00","Oracle rises after revealing AI Data Platform and new partnerships at AI World event (ORCL:NYSE) - Seeking Alpha","Not Relevant","Seeking Alpha","https://seekingalpha.com/news/4504393-oracle-rises-after-revealing-ai-data-platform-and-new-partnerships-at-ai-world-event","No direct company mechanism","development","3103d859e09a159c0a73971d1ac4c689"
"MAG7-0220","META","2025-10-16 13:04:08+00:00","IAS LAUNCHES FIRST AI-DRIVEN, INDEPENDENT BRAND SAFETY AND SUITABILITY MEASUREMENT FOR META THREADS - MarketScreener","Not Relevant","MarketScreener","https://www.marketscreener.com/news/ias-launches-first-ai-driven-independent-brand-safety-and-suitability-measurement-for-meta-threads-ce7d5adcdb8efe21","Direct commercial or supply link","development","fad9aa2799b9c7cf126703896c464041"
"MAG7-0202","META","2025-10-16 22:14:09+00:00","Oracle expects cloud sales of $166 billion by 2030 as business expands - NewsX","Not Relevant","NewsX","https://www.newsx.com/business/oracle-expects-cloud-sales-of-166-billion-by-2030-as-business-expands-93497/","No direct company mechanism","development","139e4c0d6fd4ecc368874f028916a47e"
"MAG7-0197","META","2025-10-16 23:04:26+00:00","Meta set to clinch nearly $30 billion financing deal for Louisiana data center site, Bloomberg News reports - Yahoo","Relevant","Yahoo","https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_7372c07d-4d7c-432d-a814-183ca78a988f","Financing or capital allocation","held_out_test","7757fdc6897aa1bdcec59e78be1da7c7"
"MAG7-0207","META","2025-10-17 04:23:09+00:00","Meta’s $10 Billion New AI Data Center in Richland Parish, Louisiana - constructionreviewonline.com","Relevant","constructionreviewonline.com","https://constructionreviewonline.com/meta-plans-10-billion-new-ai-data-center-in-richland-parish-louisiana/","Product or operations","development","93cd7ead5641906f4fd20d32321ceb67"
"MAG7-0212","META","2025-10-17 14:33:11+00:00","Oracle's Investor Day Bolstered Confidence in Company's Ability to Grow Revenue, Earnings, Oppenheimer Says - MarketScreener","Not Relevant","MarketScreener","https://www.marketscreener.com/news/oracle-s-investor-day-bolstered-confidence-in-company-s-ability-to-grow-revenue-earnings-oppenheim-ce7d5adddd8cf025","No direct company mechanism","development","e5f43c1de1d657651fa9da8a1df2ca5f"
"MAG7-0195","META","2025-10-18 16:44:45+00:00","Best Virtual Reality Stocks To Watch Now – October 16th","Not Relevant","Defense World","https://www.defenseworld.net/2025/10/18/best-virtual-reality-stocks-to-watch-now-october-16th.html","No direct company mechanism","held_out_test","9c7280f63a487e1021e48d111de01799"
"MAG7-0199","META","2025-10-19 03:02:52+00:00","Manitou Investment Boosts Stake in Meta Platforms - TipRanks","Not Relevant","TipRanks","https://www.tipranks.com/news/company-announcements/manitou-investment-boosts-stake-in-meta-platforms","No direct company mechanism","development","ca719925dd75e385232d8a7a97005cf9"
"MAG7-0235","META","2025-10-19 09:05:43+00:00","Etesian Wealth Advisors Inc. Cuts Stake in Meta Platforms, Inc. $META","Not Relevant","Defense World","https://www.defenseworld.net/2025/10/19/etesian-wealth-advisors-inc-cuts-stake-in-meta-platforms-inc-meta.html","No direct company mechanism","development","c62a4f8b958fdb98363c15b22e2d3be3"
"MAG7-0193","META","2025-10-21 11:01:43+00:00","Entergy Aims to Build More Gas in Wake of Meta’s Big Data Center","Not Relevant","Bloomberg.com","https://www.bloomberg.com/news/articles/2025-10-10/entergy-aims-to-build-more-gas-in-wake-of-meta-s-big-data-center","Direct commercial or supply link","held_out_test","51a529077eeb0d8e7e276d9bb9fd8efc"
"MAG7-0218","META","2025-11-01 17:01:47+00:00","Roundup: Data Center Energy Demand Drives New Midstream Deals","Not Relevant","ETF Trends","https://etftrends.com/energy-infrastructure-channel/data-center-energy-demand-new-midstream-gas-deals/","No direct company mechanism","development","2bb0f4dcb21eaa738d583dcfb67d5f76"
"MAG7-0213","META","2025-11-07 16:01:45+00:00","New Landfall spyware apparently targeting Samsung phones in Middle East","Not Relevant","CyberScoop","https://cyberscoop.com/landfall-spyware-samsung-phones-palo-alto-networks-unit-42/","No direct company mechanism","development","d8d4afc38a89770a36c973410a5671b2"
"MAG7-0219","META","2025-11-20 13:54:00+00:00","Raymond James Analyst Favorites: Top Stocks to Watch in Current Market","Not Relevant","Investing.com","https://www.investing.com/news/stock-market-news/raymond-james-analyst-favorites-top-stocks-to-watch-in-current-market-93CH-4371261","No direct company mechanism","development","313a88e8829e0000a8252543d40e7713"
"MAG7-0201","META","2025-12-01 17:09:00+00:00","GoodRx Reaches $32 Million Settlement in Info Sharing Class Suit","Not Relevant","Bloomberg Law News","https://news.bloomberglaw.com/litigation/goodrx-reaches-32-million-settlement-in-info-sharing-class-suit","No direct company mechanism","development","b8bb5682180ae54bff2c8bd842386612"
"MAG7-0225","META","2025-12-01 22:43:00+00:00","Entergy breaks ground on power facility for giant Meta data center","Not Relevant","Louisiana Illuminator","https://lailluminator.com/briefs/entergy-builds-power-plant-for-data-center/","Direct commercial or supply link","development","247c729f0fad7869f527b1a631772796"
"MAG7-0182","META","2025-12-09 10:08:23+00:00","The Zacks Analyst Blog Highlights Meta Platforms, SAP SE, Booking Holdings and Willis Lease Finance","Not Relevant","Nasdaq","https://www.nasdaq.com/articles/zacks-analyst-blog-highlights-meta-platforms-sap-se-booking-holdings-and-willis-lease","No direct company mechanism","held_out_test","c7aa471ae50cad0e53e32907f2aaa106"
"MAG7-0181","META","2025-12-09 14:09:45+00:00","RCS - ACCESS Newswire Inc. - Majority of Parents Support Social Media Ban","Not Relevant","TradingView","https://www.tradingview.com/news/reuters.com,2025-12-09:newsml_RSI7345Ka:0-rcs-access-newswire-inc-majority-of-parents-support-social-media-ban/","No direct company mechanism","held_out_test","e1610e0d79cc2a6b26249e8ffcd7deb3"
"MAG7-0214","META","2025-12-13 10:34:00+00:00","Jim Cramer Calls Booking Holdings the ""Superior Operator"" Compared to Expedia","Not Relevant","Finviz","https://finviz.com/news/253440/jim-cramer-calls-booking-holdings-the-superior-operator-compared-to-expedia","No direct company mechanism","development","7eb55bd23ff66bc89b9159c13cb913d6"
"MAG7-0232","META","2025-12-17 09:08:51+00:00","Navigate Meta Platform's Crosscurrents With Direxion's METU And METD ETFs","Not Relevant","Sahm","https://www.sahmcapital.com/news/content/navigate-meta-platforms-crosscurrents-with-direxions-metu-and-metd-etfs-2025-12-16","No direct company mechanism","development","563e8dcbcb31a99a7ef2187dfb21f5b7"
"MAG7-0206","META","2025-12-22 23:07:56+00:00","NextEra Energy (NEE) Stock Outlook 2026: Google and Meta Deals Supercharge an AI‑Driven Utility Giant","Not Relevant","ts2.tech","https://ts2.tech/en/nextera-energy-nee-stock-outlook-2026-google-and-meta-deals-supercharge-an-ai-driven-utility-giant/","Direct commercial or supply link","development","f81251103a2dd77ec3e52ac2dc9c92e2"
"MAG7-0217","META","2025-12-23 17:05:13+00:00","NextEra Energy pens 2.5GW of clean-energy contracts with Meta","Relevant","Institutional Real Estate, Inc.","https://irei.com/news/nextera-energy-pens-2-5gw-of-clean-energy-contracts-with-meta/","Direct commercial or supply link","development","848c6fec4c429a0e7dede79a6ee075d0"
"MAG7-0238","META","2025-12-25 16:07:50+00:00","Did Morgan Stanley’s Upgrade and Margin Concerns Just Shift Hershey’s (HSY) Investment Narrative?","Not Relevant","Simply Wall Street","https://simplywall.st/stocks/us/food-beverage-tobacco/nyse-hsy/hershey/news/did-morgan-stanleys-upgrade-and-margin-concerns-just-shift-h","No direct company mechanism","development","6763e777e7e1c8b6ecf57353fe41ea1e"
"MAG7-0188","META","2025-12-28 15:42:58+00:00","UnitedHealth Group (UNH) Stock Today: Weekend Market Close, Fresh Headlines, Analyst Targets, and What to Watch Before Monday’s Open","Not Relevant","ts2.tech","https://ts2.tech/en/unitedhealth-group-unh-stock-today-weekend-market-close-fresh-headlines-analyst-targets-and-what-to-watch-before-mondays-open/","No direct company mechanism","held_out_test","d4c8a3cb17efae42a84abc13cd39d506"
"MAG7-0230","META","2026-04-06 07:39:07+00:00","Brookstone Capital Management Invests $628,000 in ProShares Short Ether ETF $SETH","Not Relevant","Defense World","https://www.defenseworld.net/2026/04/06/brookstone-capital-management-invests-628000-in-proshares-short-ether-etf-seth.html","No direct company mechanism","development","5ef483c0305c5bbf525b9075c8d42976"
"MAG7-0240","META","2026-04-09 00:09:57+00:00","Vishal Garg, CEO of Better Home, buys $350k in BETR stock","Not Relevant","Investing.com","https://www.investing.com/news/insider-trading-news/vishal-garg-ceo-of-better-home-buys-350k-in-betr-stock-93CH-4604408","No direct company mechanism","development","67b8f913ddf51cf48fbacf4fb5920c73"
"MAG7-0227","META","2026-04-09 12:54:56+00:00","Executives gather at 11 Wall Street for NYSE sustainability summit","Not Relevant","Stock Titan","https://www.stocktitan.net/news/ICE/nyse-content-update-fourth-annual-nyse-sustainability-leaders-summit-3tnqx2l55sd1.html","No direct company mechanism","development","6e588730a823940b1152b8f1fc016167"
